,code,time,title,tenant_type,group,urgency1,urgency2,business,bug_type,reason
462,230608-00001121,2023-06-08 14:55:56,嘉益本地化环境：成品入库绑定框码接驳台是三楼的 S8-D-101操作人员也是三楼的张才梅，但是查询报工批量显示是一楼的生产报工记录。,,Efficiency,严重,高,生产管理,代码错误,需要帮忙确认一下是在成品入库选错了任务，还是在报工记录里有删除记录。 ----------------没有删除报工记录
463,230608-00001119,2023-06-08 14:49:58,【四川羽佳】已发货的销售订单修改行物料数量和新增行物料后，无法加入计划进行MRP运算,,E,致命,中,订单,代码错误,[图片]
464,230608-00001117,2023-06-08 14:44:54,【君创】用户使用物料需求计划新，运行时报错，提示准备订单数据错误，麻烦查看下是哪里的问题呢,,E,致命,紧急,生产管理,无法复现,订单承诺交期为空，无法复现承诺交期为空的情况，已让客户修改订单承诺交期以恢复正常
465,230608-00001116,2023-06-08 14:35:57,【宏贯】对接异常,,项目组,致命,紧急,集成对接,代码错误,物料辅助单位是kg呀，所以传的kg
466,230608-00001114,2023-06-08 14:18:56,【航磁】删除工作中心数据异常,,M,致命,紧急,生产管理,脏数据处理,删除生产单未删除生产单工序工作中心表数据
467,230608-00001109,2023-06-08 14:02:27,【雅星织造】备库单打印提醒业务读取失败,,项目组,一般,中,生产管理,代码错误,自己搭建的业务，未经过测试验证
468,230608-00001107,2023-06-08 13:50:42,【YK2】订单APP端显示的订单列表，已完成的订单没有筛选，也会显示在列表里,,移动端,一般,中,订单,重复发现,重复bug已解决，app未发新版本
469,230608-00001104,2023-06-08 12:25:22,兴顺旧版车间计划排产的生产单未报工之前修改工序删除工序提示生产单已派发暂时不支持添加工序,,产品组,一般,中,生产管理,设计问题,只根据商品判断是否为新车间计划，开了新车间计划用老的派发
470,230608-00001102,2023-06-08 12:02:11,【新星船舶】备料出库任务，点出库，提示错误,,E,严重,紧急,库存,重复发现,"辅助单位为负时,自动分配仍分配负库存，已修复 inventory: b-20230606-zwh-allocation。触发条件: 物料是批次物料,然后没开负库存  本次已经分配完了  在条件都满足的情况下 会直接取库存里的辅助单位合格品数量,如果这个数量为负的话,会直接取负"
471,230608-00001100,2023-06-08 11:58:14,【泉州瑞安玩具表业有限公司】-库存-库存任务申请入库列表，没有相关任务但是为什么显示此列表？,,E,严重,高,库存,数据清理,"库存申请单已删除,库存任务还存在,属于脏数据,已提交对应SQL工单"
472,230608-00001095,2023-06-08 11:31:12,致特森——销售订单模块对接问题：承诺交期和建议生产交期时间不对，建议生产交期字段被销售模块重构消掉了,,E,严重,高,自定义字段,代码错误,订单创建接口参数没有适配原接口，openapi传参正常，详细见附件
473,230608-00001093,2023-06-08 11:21:31,【福特斯】①用户发货单：I-230608-002中关联的订单O-230608-001中物料，是有OE号的，但是OE号没有带入到发货单中，之前用户这边一直是可以的，并且该发货单中是带有部分的OE号的（OE号是自定义字段）②用户导出订单：O-230608-001，订单中有OE号，导出的时候没有,,E,致命,紧急,发货单,代码错误,发货单word打印没有正确接入cps自定义字段
474,230608-00001091,2023-06-08 11:10:37,【宏贯】对接异常,,项目组,致命,紧急,集成对接,代码错误,用友数据库字段，业务意义理解偏差。更换了取值字段
475,230608-00001090,2023-06-08 11:09:27,【航磁】本地环境库存异常,,项目组,致命,紧急,库存,数据清理,"不是bug,存在库存占用数量,已按照客户要求清理库存信息
476,230608-00001083,2023-06-08 10:33:48,【巨将】用户登录账号：向文峰的账号，在菜单栏-订单模块中查看待我处理中，是有已作废的订单的，但是已作废的订单就不能再次审核了，麻烦查看下是哪里的问题呢,,E,致命,紧急,订单,设计问题,"待我处理-页面，不会筛选过滤掉已作废的订单，如果客户去掉默认筛选，会显示已作废的订单，app端：待我处理需要默认过滤掉已作废/已完成的订单"
477,230608-00001082,2023-06-08 10:01:09,【鹏远五金】订单自定义字段，未收金额，现在不显示。请协助处理,,E,一般,中,订单,代码错误,漏掉“未收金额”列
478,230608-00001080,2023-06-08 09:58:13,【鹏远五金】销售订单默认为按单显示，但一刷新或重开页面，又回到了按物料产品显示。请协助处理。,,E,严重,高,订单,设计问题,订单菜单配置问题
479,230608-00001079,2023-06-08 09:46:02,【上海宏图千页环保科技有限公司】金蝶销售订单同步至新核云报错,,E,一般,中,二次开发功能,代码错误,领域重构销售订单，开放平台创建销售订单接口受影响
480,230608-00001076,2023-06-08 09:40:37,【湖州沃冠】订单生产进度报表报错，无法使用,,CoreBI,致命,紧急,CoreBI,其他,订单模块更新，原报表报错、无法使用
481,230608-00001075,2023-06-08 09:35:00,【金华电器】用户发货单I-230608-006，打印不出来负责人联系方式，其他发货单都可以打印出来，麻烦查看下是哪里的问题呢,,E,严重,紧急,发货单,代码错误,发货单中包含订单的自定义字段，自定义字段没有按订单的接口进行调用
482,230608-00001073,2023-06-08 09:17:55,【金华电器】用户昨日创建的订单，交期却显示的是2022年的交期，麻烦查看下是哪里的问题,,E,致命,紧急,订单,用户体验,系统将历史订单草稿转为订单
483,230607-00001068,2023-06-07 18:07:35,【佰迪克】用户采购单号：P-210731-006用户说不能收料，但是我今天进行查询的时候，看编号应该是21年7月份的，现在根据时间搜索会报错，提示服务器内部错误，无法查看到采购单，麻烦看下是哪里的问题呢,,E,严重,紧急,采购单,其他,采购单对应的审核流数据有多条，代码做兼容
484,230607-00001061,2023-06-07 16:28:14,【昆山诚智鸿】订单导入，相同格式的行，有的提示出错，有的提示没有出错，无法导入,,CorePaaS,致命,紧急,订单,重复发现,"审核流该接口为单条数据处理，在领域导入场景中被循环调用，服务复杂高的情况下，会出现事务超时的情况，临时提高了事务超时时间，后续提供批量和mq两种渠道支持导入场景"
485,230607-00001060,2023-06-07 16:11:21,【德州敏驰】用户物料：HM4035-WB(B段)，今日进行创建的库存申请单进行入库的库存，现在在库存详情中显示物料批次创建时间是：2023-02-06，保质期也是2023-02-06，用户物料的保质期设置的是10天，应该是在2023年6月17日结束，麻烦查看下是哪里的问题造成的呢,,产品组,严重,紧急,库存,设计问题,物料保质期是根据物料的保质期+批次的创建时间计算的
486,230607-00001057,2023-06-07 15:47:14,公式子表编辑，引用表头字段未生效,,CorePaaS,一般,中,CorePaaS,代码错误,V2接口修改时，复用了代码，但是复用错了。数字为空场景未支持
487,230607-00001056,2023-06-07 15:43:58,开启工作流后，进入编辑页，子表数据仍可编辑,,CorePaaS,一般,中,CorePaaS,代码错误,历史遗留问题，业务规则后续需要重构
488,230607-00001051,2023-06-07 15:35:30,销售订单加入计划不会自动转跳生产单--实际：列表页加入计划，弹窗中无物料,,E,一般,中,E-技术需求,用户体验,列表页加入计划 少个物料行的排产状态字段
489,230607-00001052,2023-06-07 15:35:25,【宁国天亿】用户订单导出没有物料单位，麻烦查看下是哪里的问题呢,,产品组,严重,紧急,订单,设计问题,之前没有说明需要增加单位导出
490,230607-00001050,2023-06-07 15:32:23,【天虹阀门】用户订单：O-230607-003，中物料是物料是可配置物料，将订单撤销到待提交状态后，无法修改订单的规格了，之前是可以的，麻烦查看下呢,,E,致命,紧急,订单,设计问题,功能缺失
491,230607-00001049,2023-06-07 15:13:52,【福特斯】用户订单：O-230607-001，点击提交有个红色的报错，但是没有报错内容，麻烦查看下是哪里的问题呢,,E,严重,紧急,订单,数据清理,客户收货地址中，有必填项为空
492,230607-00001048,2023-06-07 15:13:23,【YK2】应收报表金额与出入库历史金额对应不上,,E,一般,中,财务,重复发现,只有一个订单核准未同步更新应收单单价，其他不是问题
493,230607-00001043,2023-06-07 14:36:17,【安徽省广德中鼎汽车工具有限公司】委外备料出库任务默认的出库仓库异常,,M,致命,紧急,委外管理,代码错误,默认仓库取的是物料默认仓而不是计划用料默认仓
494,230607-00001041,2023-06-07 14:27:07,【江苏梦兰集团有限公司】-定制功能：生产工序入库列表--出入库单号;L-230607-669-点击打印-选择word模板-选择模板生产流转入库单-正式  模板-点击打印-：403报错，帮忙看下什么问题呢,,产品组,一般,紧急,CorePaaS,代码错误,领域业务扛不住查询，CorePaaS兼容领域，修改分页。搭建的业务，未经过测试验证
495,230607-00001042,2023-06-07 14:25:09,【亚东】订单标签功能 历史数据恢复,,E,严重,高,订单,设计问题,需要将标签数据迁移至自定义字段并默认打开自定义字段筛选功能
496,230607-00001038,2023-06-07 14:04:15,【朝阳机电】用户导出文件，导出中的订单承诺交期与WEB端订单详情中的承诺交期不一致，麻烦查看下是哪里的问题呢,,E,严重,紧急,订单,代码错误,导出时承诺日期取的是创建日期
497,230607-00001036,2023-06-07 13:48:38,【宝应安】用户订单列表处【客户料号】列之前有搜索功能，现在没有了搜索功能，用户希望能加上该功能，麻烦查看下是BUG还是需求,,E,严重,紧急,订单,其他,自定义字段没有正确存入ES
498,230607-00001034,2023-06-07 13:31:58,【南京川木电机有限公司】-订单编号生成方式是系统自动生成，但是创建订单点击保存后不显示订单编号，需要提交后才自动跳出，但是用户需要保存的时候就有订单编号显示，帮忙看下是版本更新需求如此嘛？是否可以实现保存时就显示编号,,产品组,严重,高,订单,设计问题,考虑到订单编号的连续性，因此在待提交（草稿状态下）不生成订单编号。这个问题麻烦和客户解释下，待提交的订单可视为草稿，暂时不会生成订单编号，主要是为了考虑订单编号的连续性，尽量确保生成的订单是有效的。
